type,x,y
house,-0.281501407,51.53493938
house,-0.282354654,51.53453738
house,-0.280178685,51.53303228
house,-0.28341106,51.53210843
house,-0.282471654,51.53549683
house,-0.283274113,51.53268314
house,-0.284352918,51.53265938
house,-0.278782105,51.53374747
house,-0.282407294,51.53544742
house,-0.281582363,51.53414789
house,-0.280637673,51.53370792
house,-0.281386143,51.53449256
house,-0.28382292,51.53197544
house,-0.278642388,51.53465198
house,-0.284138294,51.53279306
house,-0.282450846,51.53477483
house,-0.28104493,51.53405337
house,-0.280688348,51.53383643
house,-0.281237431,51.53520018
house,-0.280877009,51.5326561
house,-0.283631078,51.53272188
house,-0.281863098,51.5341006
house,-0.280572673,51.53296687
house,-0.280003256,51.53306438
house,-0.280939325,51.53346105
house,-0.282926627,51.53501203
house,-0.280093467,51.53398587
house,-0.283492527,51.53245426
house,-0.283034725,51.5365706
house,-0.279436375,51.53373391
house,-0.281712482,51.53321517
house,-0.279459624,51.53417873
house,-0.280905231,51.53399485
house,-0.279199927,51.53328776
house,-0.284054506,51.53634618
house,-0.282400155,51.53472468
house,-0.283427504,51.53305942
house,-0.284953616,51.53236397
house,-0.282910192,51.53171252
house,-0.283256037,51.53276066
house,-0.281796839,51.53414943
house,-0.278848283,51.5344119
house,-0.281442734,51.53399628
house,-0.281393445,51.53490872
house,-0.282838128,51.53473948
house,-0.280361957,51.53312812
house,-0.285120812,51.53233704
house,-0.284251641,51.5327337
house,-0.279663954,51.53469444
house,-0.282251012,51.53312954
house,-0.28153273,51.53300086
house,-0.281079997,51.53416403
house,-0.282412368,51.53477208
house,-0.283490503,51.53570888
house,-0.283763395,51.53215621
house,-0.280650889,51.53365957
house,-0.283696546,51.53236211
house,-0.27953497,51.53435533
house,-0.283427482,51.53598091
house,-0.280449352,51.53330678
house,-0.283217134,51.53107343
house,-0.279027429,51.5345384
house,-0.285505942,51.53225283
house,-0.278957337,51.53342265
house,-0.279527176,51.53440849
house,-0.284531339,51.53278803
house,-0.28258004,51.53346134
house,-0.280320273,51.53366797
house,-0.28514016,51.53243098
house,-0.283313269,51.53313028
house,-0.280107183,51.53374374
house,-0.281158619,51.53407404
house,-0.282894421,51.53547482
house,-0.28217843,51.5350211
house,-0.28527635,51.53232775
house,-0.282822323,51.53539504
house,-0.280397899,51.53385839
house,-0.282265671,51.53404132
house,-0.280758468,51.53424511
house,-0.27950028,51.53311719
house,-0.282986008,51.53287891
house,-0.283396335,51.53522175
house,-0.28149969,51.53289735
house,-0.283904035,51.53334222
house,-0.283751019,51.53208531
house,-0.283830807,51.53579511
house,-0.28063473,51.53270812
house,-0.283499679,51.5319966
house,-0.28451504,51.53254013
house,-0.28095092,51.53321161
house,-0.280386516,51.53335241
house,-0.283472276,51.5311539
house,-0.280774584,51.53386585
house,-0.279380872,51.53346738
house,-0.281319972,51.53372972
house,-0.283001976,51.53478511
house,-0.283312031,51.53146591
house,-0.283379295,51.53148676
house,-0.279151036,51.53359029
house,-0.28305227,51.53268481
house,-0.283981443,51.53614315
house,-0.28312699,51.53275234
house,-0.283532003,51.53688554
house,-0.284983226,51.53262072
house,-0.279781301,51.53443509
house,-0.282746292,51.53573979
house,-0.282398161,51.53475003
house,-0.285145632,51.53271645
house,-0.282746958,51.53147039
house,-0.284556117,51.53262628
house,-0.279213448,51.53330097
house,-0.282878732,51.53173631
house,-0.281593029,51.53388608
house,-0.281585093,51.53422768
house,-0.283997409,51.53280493
house,-0.28231966,51.53449458
house,-0.281024586,51.53332552
house,-0.278307095,51.53467341
house,-0.279668541,51.53457526
house,-0.280434107,51.53331268
house,-0.282069782,51.53349073
house,-0.28243948,51.53406701
house,-0.28137821,51.53271886
house,-0.283030052,51.53526717
house,-0.282529318,51.53363142
house,-0.284342743,51.53307313
house,-0.284016909,51.53331287
house,-0.282358472,51.53404075
house,-0.282730516,51.53478123
house,-0.279873337,51.53448386
house,-0.282149496,51.53400825
house,-0.283860579,51.53188327
house,-0.283212581,51.53153351
house,-0.28333706,51.53306547
house,-0.282123546,51.53285274
house,-0.282970904,51.5327275
house,-0.280894086,51.53267083
house,-0.281143474,51.53479238
house,-0.283709516,51.53588905
house,-0.283536964,51.53168703
house,-0.280723697,51.53277665
house,-0.281238135,51.5349426
house,-0.281712597,51.53293329
house,-0.28440276,51.53234284
house,-0.280594418,51.53325618
house,-0.283937755,51.53643117
house,-0.282706707,51.53443169
house,-0.281467128,51.53420127
house,-0.281788692,51.53575387
house,-0.283721589,51.53338626
house,-0.282751776,51.53358556
house,-0.282901836,51.53286482
house,-0.283769251,51.53237157
house,-0.280024886,51.53294248
house,-0.283541904,51.53256252
house,-0.28183418,51.53527097
house,-0.279314663,51.53395185
house,-0.281386473,51.53560125
house,-0.28283666,51.53162505
house,-0.283546716,51.53530497
house,-0.283206835,51.53255113
house,-0.283380772,51.53349452
house,-0.284192633,51.53227578
house,-0.281039212,51.53450137
house,-0.281953635,51.53485363
house,-0.282883956,51.5344626
house,-0.279597276,51.53307912
house,-0.278894917,51.53412541
house,-0.281319244,51.53286101
house,-0.28117533,51.5348745
house,-0.280286975,51.53320118
house,-0.278883003,51.53424201
house,-0.283566056,51.5363814
house,-0.278447264,51.53476274
house,-0.280295084,51.53358108
house,-0.282845657,51.53569197
house,-0.284220818,51.53304843
house,-0.283466798,51.53519572
house,-0.280912398,51.53429587
house,-0.280404265,51.53325593
house,-0.282199322,51.53394979
house,-0.283592983,51.53620376
house,-0.282770294,51.53411809
house,-0.281990598,51.5328768
house,-0.281460018,51.53310151
house,-0.282305311,51.53284191
house,-0.28230138,51.53452722
house,-0.284070259,51.5318601
house,-0.282818738,51.53302347
house,-0.280449532,51.53312082
house,-0.280635888,51.53457302
house,-0.282561514,51.53442522
house,-0.282279973,51.53508599
house,-0.283334026,51.53147275
house,-0.282977839,51.53617356
house,-0.278885306,51.53465757
house,-0.283023272,51.53340348
house,-0.2828915,51.53460174
house,-0.282590668,51.53456857
house,-0.282734593,51.53378376
house,-0.281248528,51.53392366
house,-0.281141934,51.5343689
house,-0.281763587,51.5336927
house,-0.283825796,51.53298997
house,-0.282337532,51.53316572
house,-0.278896143,51.53418626
house,-0.280751468,51.53380566
house,-0.28015135,51.5340106
house,-0.283233401,51.53645248
house,-0.2831495,51.53548371
house,-0.281012173,51.5327784
house,-0.281754659,51.53410911
house,-0.27930755,51.53397821
house,-0.28286642,51.53117441
house,-0.278759284,51.53406946
house,-0.28338931,51.53664868
house,-0.284278493,51.53238094
house,-0.282534121,51.53311838
house,-0.279857751,51.53350745
house,-0.282498724,51.53314805
house,-0.28363982,51.5366744
house,-0.283773022,51.53581429
house,-0.28090238,51.53482088
house,-0.282636686,51.53397434
house,-0.2814037,51.53459058
house,-0.282711469,51.53362656
house,-0.281239596,51.53548633
house,-0.283671048,51.53193532
house,-0.280643172,51.5347462
house,-0.284259136,51.53238176
house,-0.280847675,51.53328273
house,-0.282022152,51.53448236
house,-0.278911706,51.53412401
house,-0.282148338,51.53329353
house,-0.281412324,51.53292266
house,-0.282654838,51.53311803
house,-0.283597199,51.53698439
house,-0.283957027,51.53651344
house,-0.282084089,51.53543491
house,-0.283792685,51.53205522
house,-0.279700564,51.53331648
house,-0.281166075,51.53342987
house,-0.283166956,51.53192042
house,-0.282146111,51.5338561
house,-0.278819621,51.53393799
house,-0.282479504,51.53533755
house,-0.281805305,51.53412439
house,-0.283486387,51.53542686
house,-0.285247086,51.53252862
house,-0.28019279,51.5339829
house,-0.283208458,51.53162215
house,-0.283031035,51.53616152
house,-0.281481765,51.53318261
house,-0.284235668,51.53276232
house,-0.284480284,51.53280565
house,-0.280465963,51.53310356
house,-0.283624416,51.53272292
house,-0.284333442,51.53215421
house,-0.28336656,51.53211914
house,-0.285030346,51.53270422
house,-0.283791976,51.53190014
house,-0.281940156,51.53532017
house,-0.283771186,51.53590663
house,-0.280264346,51.53321417
house,-0.284192888,51.53225539
house,-0.281756472,51.53571646
house,-0.279181747,51.53357074
house,-0.280460945,51.53440225
house,-0.28301596,51.53651933
house,-0.283363517,51.53248042
house,-0.285235787,51.53285167
house,-0.282083131,51.53493237
house,-0.283603387,51.53623138
house,-0.279003768,51.53464153
house,-0.284114246,51.53634063
house,-0.283971167,51.53233905
house,-0.280994524,51.53455062
house,-0.283697758,51.53292623
house,-0.283064679,51.53627404
house,-0.283508337,51.53158187
house,-0.279491454,51.53420178
house,-0.282703347,51.53577198
house,-0.283468764,51.53165466
house,-0.281768263,51.53303828
house,-0.278862473,51.53361541
house,-0.283435916,51.53252841
house,-0.281151516,51.53342604
house,-0.280649259,51.53406332
house,-0.281103569,51.53306126
house,-0.283436227,51.53613115
house,-0.285120864,51.53232142
house,-0.280066364,51.53346939
house,-0.282743827,51.53580807
house,-0.27948692,51.53358664
house,-0.282372552,51.53412589
house,-0.280554167,51.53330085
house,-0.283313393,51.53690061
house,-0.28102093,51.5342439
house,-0.28189533,51.5332822
house,-0.282805796,51.53601218
house,-0.279193045,51.53412075
house,-0.28401557,51.53611772
house,-0.281409683,51.53467861
house,-0.282692537,51.53577879
house,-0.2838969,51.53581479
house,-0.28288944,51.53274178
house,-0.280425984,51.53394847
house,-0.280090433,51.53369357
house,-0.28387731,51.53644581
house,-0.281664962,51.53291836
house,-0.283613473,51.53716198
house,-0.279393668,51.53409535
house,-0.284370822,51.53247752
house,-0.282708062,51.53528073
house,-0.28103227,51.5341706
house,-0.284290051,51.53292641
house,-0.281489647,51.53452688
house,-0.280514677,51.53391239
house,-0.283800455,51.53295804
house,-0.28372841,51.53250441
house,-0.279237265,51.53332542
house,-0.283864737,51.53323658
house,-0.283007994,51.53459015
house,-0.284555829,51.53245377
house,-0.280078276,51.53300847
house,-0.283292993,51.53523836
house,-0.278567702,51.53472626
house,-0.283035141,51.53159065
house,-0.281731972,51.53384815
house,-0.278836167,51.53364875
house,-0.283696564,51.53241664
house,-0.282619366,51.53274908
house,-0.28182052,51.53433039
house,-0.283660578,51.53128407
house,-0.280655171,51.53338966
house,-0.283356164,51.53278516
house,-0.280096219,51.53316671
house,-0.28352515,51.53642572
house,-0.282922563,51.53597731
house,-0.28250832,51.53435364
house,-0.281427238,51.53416554
house,-0.284045386,51.53319786
house,-0.27975475,51.53383616
house,-0.281046394,51.53331446
house,-0.283228988,51.5365331
house,-0.279048817,51.53454111
house,-0.281557287,51.53410551
house,-0.282147282,51.53502995
house,-0.282116257,51.53523136
house,-0.282626256,51.53563279
house,-0.282797708,51.5350336
house,-0.282893333,51.53359778
house,-0.281742211,51.53454449
house,-0.283866901,51.53231255
house,-0.280960174,51.53288719
house,-0.283088548,51.53529608
house,-0.28484045,51.53300251
house,-0.280958471,51.53303267
house,-0.279797828,51.53384551
house,-0.279336435,51.53339031
house,-0.280135328,51.53351928
house,-0.283380485,51.5355944
house,-0.281603055,51.53530138
house,-0.28317446,51.53269006
house,-0.284224949,51.53207054
house,-0.283693876,51.53675615
house,-0.282920345,51.53320083
house,-0.278636999,51.53472461
house,-0.282340643,51.5352933
house,-0.283321347,51.53293615
house,-0.283653991,51.5334479
house,-0.282324634,51.53362159
house,-0.280580208,51.53344451
house,-0.283478023,51.5360831
house,-0.282268946,51.53308659
house,-0.282646193,51.53445505
house,-0.283712675,51.53237082
house,-0.279930732,51.53326634
house,-0.279573919,51.53459701
house,-0.280412895,51.53380456
house,-0.280599603,51.53409797
house,-0.280154047,51.53353055
house,-0.282885531,51.53625806
house,-0.283162802,51.5352591
house,-0.280242256,51.53329553
house,-0.27984733,51.5331665
house,-0.283940257,51.53332188
house,-0.282594954,51.53381083
house,-0.283861153,51.5321998
house,-0.282723217,51.53325427
house,-0.283575829,51.53667884
house,-0.283812899,51.53643688
house,-0.283769131,51.5331306
house,-0.278943821,51.5345936
house,-0.281827544,51.53559505
house,-0.28383255,51.53603047
house,-0.283217092,51.5315571
house,-0.28130422,51.53519559
house,-0.283519263,51.53711243
house,-0.282680342,51.53128501
house,-0.281379127,51.53358872
house,-0.283149847,51.53641653
house,-0.279804568,51.53319567
house,-0.283776559,51.53592643
house,-0.279078418,51.53322188
house,-0.282993678,51.53118986
house,-0.282516766,51.53546286
house,-0.283334454,51.53543292
house,-0.278440343,51.53472276
house,-0.28218296,51.53559676
house,-0.282360171,51.53544532
house,-0.283971759,51.53312059
house,-0.279871864,51.53436495
house,-0.282802918,51.53352615
house,-0.282324709,51.53558049
house,-0.279836351,51.53461165
house,-0.283657334,51.53593898
house,-0.281274133,51.53312749
house,-0.28364697,51.5361706
house,-0.284432788,51.53293282
house,-0.281818719,51.53450463
house,-0.28259113,51.5343746
house,-0.281856209,51.53366985
house,-0.280893512,51.53400286
house,-0.279037692,51.53379702
house,-0.282567433,51.53394424
house,-0.282408818,51.53535151
house,-0.283173783,51.53585511
house,-0.284464222,51.53246566
house,-0.283068017,51.53465893
house,-0.280927262,51.53299093
house,-0.283078646,51.53363527
house,-0.282908441,51.53169959
house,-0.28354445,51.53575989
house,-0.283520371,51.53111646
house,-0.285260731,51.53282444
house,-0.279868343,51.53315677
house,-0.280756329,51.53317758
house,-0.284111505,51.53323111
house,-0.28044186,51.53327994
house,-0.27983793,51.53417853
house,-0.281718054,51.53423475
house,-0.282933444,51.53448269
house,-0.278821673,51.53454336
house,-0.279895481,51.53316153
house,-0.281656305,51.53569637
house,-0.282927973,51.5346076
house,-0.279592,51.53462469
house,-0.28349268,51.53553172
house,-0.284472609,51.5330115
house,-0.284855763,51.53293413
house,-0.282466907,51.53369682
house,-0.284300058,51.53208354
house,-0.284088189,51.53234627
house,-0.280304401,51.53394606
house,-0.281080078,51.53465594
house,-0.283849141,51.53591366
house,-0.283432335,51.53272603
house,-0.28389881,51.53225994
house,-0.283070275,51.53600466
house,-0.283084345,51.5330212
house,-0.284338596,51.53293946
house,-0.282086194,51.53443327
house,-0.279082329,51.53337436
house,-0.283641409,51.53266258
house,-0.281505573,51.535015
house,-0.283958657,51.53183091
house,-0.282404606,51.53529333
house,-0.281809097,51.53294367
house,-0.284243445,51.53268881
house,-0.286708824,51.5332869
house,-0.287087917,51.53417946
house,-0.286457799,51.53336439
house,-0.288460704,51.53305652
house,-0.287098459,51.53235588
house,-0.289178707,51.53170093
house,-0.289799897,51.53286615
house,-0.287525361,51.53419365
house,-0.286809089,51.53369748
house,-0.290155802,51.53336472
house,-0.286632498,51.53277578
house,-0.288766428,51.53233568
house,-0.28611785,51.53278284
house,-0.287259853,51.53413098
house,-0.287404831,51.53352591
house,-0.289067203,51.53344698
house,-0.286576724,51.53292603
house,-0.288272107,51.53368489
house,-0.289728112,51.53211865
house,-0.290339543,51.53315445
house,-0.286800012,51.5330879
house,-0.286740373,51.53404776
house,-0.288852368,51.53316966
house,-0.287510295,51.53398755
house,-0.28698675,51.53499428
house,-0.286960147,51.53372635
house,-0.287787501,51.53445358
house,-0.289302791,51.53292052
house,-0.286810468,51.53248769
house,-0.289133937,51.53305491
house,-0.28915839,51.53348488
house,-0.287877264,51.53388432
house,-0.286136678,51.53335324
house,-0.287314735,51.53334552
house,-0.286542202,51.53347794
house,-0.289821389,51.53341133
house,-0.288903837,51.53262782
house,-0.287593787,51.5330096
house,-0.289321735,51.53330357
house,-0.287303868,51.53349934
house,-0.290627061,51.5330325
house,-0.289308655,51.5322091
house,-0.287434226,51.53408897
house,-0.288747334,51.53296304
house,-0.28748793,51.5345685
house,-0.289817844,51.53330476
house,-0.290555926,51.53301685
house,-0.286250245,51.53370936
house,-0.286569138,51.53463922
house,-0.286222923,51.53364584
house,-0.286213448,51.53304093
house,-0.28786712,51.53314301
house,-0.287632487,51.5326418
house,-0.28837137,51.534522
house,-0.289119274,51.53344719
house,-0.288880931,51.53408755
house,-0.288190614,51.53391437
house,-0.288930661,51.53373233
house,-0.288528394,51.53250386
house,-0.288747782,51.53438692
house,-0.288550108,51.53250094
house,-0.285936927,51.53310687
house,-0.288291768,51.53428324
house,-0.288472357,51.53283283
house,-0.290408878,51.53283561
house,-0.289791389,51.53314262
house,-0.287543683,51.53298022
house,-0.285906916,51.53325753
house,-0.289408465,51.53181327
house,-0.287812764,51.53289341
house,-0.289736057,51.53317275
house,-0.290256884,51.53319427
house,-0.288249901,51.53427702
house,-0.286756727,51.53483367
house,-0.288650588,51.5343993
house,-0.289421082,51.53184518
house,-0.287926827,51.53487379
house,-0.290443769,51.5330719
house,-0.286466815,51.53378533
house,-0.289505603,51.53370004
house,-0.286994009,51.53256333
house,-0.287859573,51.53377525
house,-0.288166192,51.53263003
house,-0.286846856,51.53295173
house,-0.290659575,51.53303934
house,-0.287225019,51.53340767
house,-0.287926297,51.53489423
house,-0.286745173,51.53392312
house,-0.28881627,51.5320274
house,-0.287272002,51.5334209
house,-0.288051572,51.53288469
house,-0.288216795,51.53323186
house,-0.289086399,51.53326788
house,-0.286392645,51.5327785
house,-0.288173527,51.53394662
house,-0.290070907,51.53265363
house,-0.285999173,51.53300873
house,-0.287565999,51.53393102
house,-0.285740131,51.53324428
house,-0.289932827,51.53319755
house,-0.286863041,51.53483851
house,-0.289919272,51.53326861
house,-0.289750829,51.53368156
house,-0.288788373,51.53242102
house,-0.287107599,51.53382004
house,-0.287107076,51.53497445
house,-0.287100075,51.53370871
house,-0.288838608,51.53426645
house,-0.289602011,51.53311145
house,-0.289327447,51.53231025
house,-0.287558466,51.53403462
house,-0.289439514,51.53282449
house,-0.286252488,51.53367646
house,-0.289239786,51.53285033
house,-0.287068946,51.535359
house,-0.287991132,51.5340898
house,-0.288196003,51.53458179
house,-0.289312968,51.533149
house,-0.288229389,51.53456991
house,-0.287021452,51.53322409
house,-0.287040889,51.53479642
house,-0.287565395,51.53503012
house,-0.28817915,51.53472078
house,-0.288837989,51.53362984
house,-0.288251759,51.53234394
house,-0.289358647,51.5323572
house,-0.287352379,51.53399565
house,-0.287174114,51.53254767
house,-0.288334957,51.5343473
house,-0.287691758,51.53447408
house,-0.28676354,51.53261223
house,-0.288641894,51.53305981
house,-0.288326655,51.53239008
house,-0.288777563,51.53204573
house,-0.287171069,51.53442423
house,-0.287698318,51.53354926
house,-0.288603126,51.53438407
house,-0.287579358,51.5348873
house,-0.286106977,51.53352222
house,-0.2873214,51.53509965
house,-0.286501184,51.53264142
house,-0.287815794,51.53323217
house,-0.285537799,51.53297515
house,-0.290404322,51.53276785
house,-0.290140867,51.5330356
house,-0.287805176,51.53213239
house,-0.28907798,51.53387791
house,-0.290264601,51.53318979
house,-0.287687889,51.53340131
house,-0.287905209,51.53339685
house,-0.289075609,51.53350119
house,-0.28715459,51.53313403
house,-0.287901713,51.53381341
house,-0.289431604,51.53355464
house,-0.288686683,51.53385024
house,-0.285758035,51.53312659
house,-0.289636767,51.53307395
house,-0.290071094,51.53293384
house,-0.286999215,51.53427716
house,-0.287520284,51.5326776
house,-0.287041908,51.53512078
house,-0.288904943,51.53386283
house,-0.28607748,51.53285216
house,-0.286772093,51.53396472
house,-0.29009312,51.53344556
house,-0.286407895,51.53361034
house,-0.287233497,51.53422955
house,-0.288634626,51.53377538
house,-0.28844071,51.53280375
house,-0.289954311,51.53284053
house,-0.287019678,51.53380768
house,-0.290250398,51.53308684
house,-0.288879102,51.53217026
house,-0.286911732,51.5331498
house,-0.287890604,51.53325903
house,-0.289283734,51.53199001
house,-0.287477533,51.53367177
house,-0.286213829,51.53393244
house,-0.28865385,51.53216112
house,-0.287729226,51.53352615
house,-0.288688899,51.53348067
house,-0.286343609,51.53295434
house,-0.286014775,51.5332496
house,-0.288663677,51.53449907
house,-0.288105818,51.53444545
house,-0.287854095,51.53272155
house,-0.287951874,51.53225255
house,-0.286800224,51.53377684
house,-0.286562355,51.53435997
house,-0.287342526,51.53266046
house,-0.287497666,51.5337414
house,-0.287142314,51.53275461
house,-0.289944988,51.53211867
house,-0.287752833,51.53475983
house,-0.28661292,51.53367451
house,-0.287819904,51.53261086
house,-0.289192394,51.53194702
house,-0.288969511,51.53303929
house,-0.288641887,51.53346444
house,-0.286444215,51.53396387
house,-0.289083192,51.53279599
house,-0.28767425,51.53451167
house,-0.288770853,51.53182139
house,-0.28724794,51.53457629
house,-0.290740234,51.53289839
house,-0.288149838,51.53306262
house,-0.286207305,51.53343053
house,-0.28958192,51.53315203
house,-0.286446765,51.53282638
house,-0.290572915,51.53272228
house,-0.287583547,51.53409179
house,-0.289569951,51.53211293
house,-0.28982128,51.53204457
house,-0.290469723,51.53316057
house,-0.286790908,51.53361152
house,-0.288745579,51.53285967
house,-0.28802504,51.53248844
house,-0.288015691,51.53228072
house,-0.289958117,51.53218862
house,-0.288360558,51.53288022
house,-0.288278804,51.53250135
house,-0.286201155,51.53302677
house,-0.28693365,51.53262998
house,-0.286720532,51.53333527
house,-0.289548778,51.53338865
house,-0.286349637,51.532618
house,-0.28589957,51.5332307
house,-0.287352011,51.5337951
house,-0.288707628,51.53315296
house,-0.289379019,51.532063
house,-0.288359201,51.53397346
house,-0.289213019,51.53321141
house,-0.288301082,51.53242663
house,-0.289507353,51.53363001
house,-0.28623672,51.53332311
house,-0.287600832,51.53397222
house,-0.290358283,51.53277245
house,-0.288287433,51.53468922
house,-0.289325787,51.53197382
house,-0.288760012,51.53262324
house,-0.287727761,51.53499914
house,-0.286482555,51.53391435
house,-0.287596915,51.53332382
house,-0.287429724,51.53367843
house,-0.286848035,51.53485124
house,-0.289254731,51.53362197
house,-0.288410418,51.53303269
house,-0.289002179,51.53272218
house,-0.286679988,51.53446455
house,-0.287958819,51.53217602
house,-0.288541693,51.53406428
house,-0.286204352,51.5330992
house,-0.287927386,51.53432648
house,-0.289916899,51.53300973
house,-0.286207497,51.53370819
house,-0.287547741,51.53450456
house,-0.287448172,51.53481783
house,-0.287668538,51.5335778
house,-0.286212707,51.53386168
house,-0.287679742,51.53411549
house,-0.287207924,51.53307367
house,-0.289014743,51.53323145
house,-0.290322765,51.53267776
house,-0.287737985,51.53388554
house,-0.288107567,51.53242343
house,-0.288155831,51.53363701
house,-0.287477459,51.53367318
house,-0.286283893,51.5331924
house,-0.289125102,51.53289763
house,-0.287945765,51.53229042
house,-0.286985304,51.53325111
house,-0.286948719,51.53285013
house,-0.288777203,51.53237224
house,-0.289067756,51.53357919
house,-0.28897227,51.53304301
house,-0.289947947,51.53247673
house,-0.287077947,51.53415888
house,-0.288318596,51.53244863
house,-0.289488256,51.53222153
house,-0.287207751,51.53345174
house,-0.286164312,51.53333774
house,-0.28776759,51.53302766
house,-0.288142412,51.53475226
house,-0.286365577,51.53319607
house,-0.287134902,51.53263342
house,-0.28671739,51.53426188
house,-0.288119199,51.53285224
house,-0.28726891,51.53256859
house,-0.287390718,51.53288327
house,-0.286868367,51.53392112
house,-0.288449837,51.53363201
house,-0.288361914,51.53252388
house,-0.287007206,51.53239976
house,-0.289054043,51.53195872
house,-0.28834996,51.5333867
house,-0.287385375,51.53401755
house,-0.289209891,51.5341155
house,-0.286715194,51.53313911
house,-0.288743296,51.53385364
house,-0.2896073,51.53190646
house,-0.289088831,51.53311479
house,-0.286674387,51.53463544
house,-0.287188629,51.53332683
house,-0.288236189,51.53332294
house,-0.286127498,51.53367375
house,-0.288458329,51.53278344
house,-0.288914729,51.53297308
house,-0.289429147,51.53244636
house,-0.287150804,51.53280831
house,-0.285514924,51.53294178
house,-0.287300452,51.53262198
house,-0.286841812,51.53360498
house,-0.286694517,51.53412752
house,-0.289014447,51.53319865
house,-0.290061647,51.53229842
house,-0.286560844,51.53273209
house,-0.286185258,51.53278842
house,-0.287152067,51.53294585
house,-0.287277545,51.53465136
house,-0.288668949,51.53377522
house,-0.288019886,51.53429286
house,-0.289851336,51.53206598
house,-0.289604405,51.53382662
